,<built-in function id>,imageLink,origFormat,title
299,https://www.loc.gov/item/2008624182/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:ct006029/full/pct:6.25/0/default.jpg#h=408&w=634,map,"Plan of Falmouth Heights, Falmouth Mass., April 1st 1873"
300,https://www.loc.gov/item/75694571/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:pm002900/full/pct:6.25/0/default.jpg#h=526&w=816,map,"City of Fall River, Mass. 1877."
301,https://www.loc.gov/item/75694573/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:pm002910/full/pct:6.25/0/default.jpg#h=409&w=611,map,"Fitchburg, Mass. 1882."
302,https://www.loc.gov/item/73693116/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:pm002920/full/pct:6.25/0/default.jpg#h=456&w=695,map,"Aero view of Fitchburg, Massachusetts 1915."
303,https://www.loc.gov/item/2012592607/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:ct006031/full/pct:6.25/0/default.jpg#h=423&w=518,map,Map of Foxborough : containing 12806 acres
304,https://www.loc.gov/item/74693248/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764f:pm002921/full/pct:6.25/0/default.jpg#h=395&w=517,map,"Foxborough, Mass. 1879."
305,https://www.loc.gov/item/83694328/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:pm002922/full/pct:12.5/0/default.jpg#h=592&w=960,map,"Glendale, Mass."
306,https://www.loc.gov/item/75694574/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:pm002930/full/pct:12.5/0/default.jpg#h=578&w=1000,map,"Graniteville, Mass. 1886."
307,https://www.loc.gov/item/76692095/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:ct006247/full/pct:12.5/0/default.jpg#h=976&w=926,map,"Map of the village of Great Barrington, Mass."
308,https://www.loc.gov/item/76692093/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:ct006246/full/pct:12.5/0/default.jpg#h=659&w=581,map,"Map of Great Barrington, Mass."
309,https://www.loc.gov/item/75694575/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:pm002940/full/pct:6.25/0/default.jpg#h=341&w=622,map,"Great Barrington, Mass."
310,https://www.loc.gov/item/76695252/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:pm002941/full/pct:12.5/0/default.jpg#h=826&w=998,map,"View of Greenfield, Mass."
311,https://www.loc.gov/item/75694576/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764g:pm002950/full/pct:12.5/0/default.jpg#h=620&w=1022,map,"Groton, Mass. 1886."
312,https://www.loc.gov/item/2004631170/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:ct006245/full/pct:6.25/0/default.jpg#h=656&w=546,map,"Map of the town of Haverhill, Essex County, Mass."
313,https://www.loc.gov/item/75694578/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm002980/full/pct:12.5/0/default.jpg#h=600&w=890,map,"Haydenville, Mass. 1886."
314,https://www.loc.gov/item/75694577/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm002960/full/pct:6.25/0/default.jpg#h=504&w=676,map,"Haverhill, Massachusetts."
315,https://www.loc.gov/item/gm72003284/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm002970/full/pct:6.25/0/default.jpg#h=520&w=611,map,"Aero view of Haverhill, Massachusetts 1914."
316,https://www.loc.gov/item/75694579/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm002990/full/pct:6.25/0/default.jpg#h=486&w=672,map,"Town of Hingham, Plymouth County, Mass. 1885."
317,https://www.loc.gov/item/75694581/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003000/full/pct:12.5/0/default.jpg#h=574&w=972,map,"Hinsdale, Mass."
318,https://www.loc.gov/item/2008624339/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm020270/full/pct:6.25/0/default.jpg#h=475&w=697,map,"Holbrook, Massachusetts, 1892 : incorporated Feb. 29, 1872."
319,https://www.loc.gov/item/2015588525/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:ct006244/full/pct:6.25/0/default.jpg#h=514&w=381,map,A map of the town of Holden
320,https://www.loc.gov/item/2015588503/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm020526/full/pct:6.25/0/default.jpg#h=426&w=545,map,"View of Holliston Mass., 1878"
321,https://www.loc.gov/item/75694583/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003020/full/pct:12.5/0/default.jpg#h=622&w=982,map,"Hopedale, Mass. 1899."
322,https://www.loc.gov/item/93683274/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003021/full/pct:6.25/0/default.jpg#h=383&w=513,map,"Hopkinton, Mass."
323,https://www.loc.gov/item/75694584/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003030/full/pct:12.5/0/default.jpg#h=638&w=952,map,"Housatonic, Mass."
324,https://www.loc.gov/item/84695720/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003001/full/pct:6.25/0/default.jpg#h=530&w=712,map,"Bird's eye view of Holyoke, Mass. : 1877"
325,https://www.loc.gov/item/75694582/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003010/full/pct:6.25/0/default.jpg#h=512&w=750,map,"Bird's eye view of the 1881 city of Holyoke, and village of South Hadley Falls, Mass."
326,https://www.loc.gov/item/75694592/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003111/full/pct:6.25/0/default.jpg#h=361&w=543,map,"View of Nantasket Beach, looking s.e. from Sagamore Hill."
327,https://www.loc.gov/item/75694591/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003110/full/pct:6.25/0/default.jpg#h=504&w=759,map,View of Nantasket Beach.
328,https://www.loc.gov/item/78692624/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003112/full/pct:6.25/0/default.jpg#h=347&w=552,map,"View of Nantasket Beach, looking S.E. from Sagamore Hill."
329,https://www.loc.gov/item/75694585/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm003040/full/pct:12.5/0/default.jpg#h=568&w=826,map,"Huntington, Mass. 1886."
330,https://www.loc.gov/item/2013591256/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764h:pm020513/full/pct:6.25/0/default.jpg#h=385&w=581,map,"Bird's eye view of the village of Hyannis, Barnstable County, 1884 Mass. 1884."
331,https://www.loc.gov/item/2005628431/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764i:pm011020/full/pct:12.5/0/default.jpg#h=691&w=1023,map,"Ipswich, Mass. : incorporated 1634"
332,https://www.loc.gov/item/91685206/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006243/full/pct:6.25/0/default.jpg#h=512&w=669,map,"Plan of Lagoon Heights, Martha's Vineyard, Mass."
333,https://www.loc.gov/item/2011589046/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm020450/full/pct:6.25/0/default.jpg#h=548&w=693,map,"Plat & environs of Lagoon Heights, Cottage City, Mass. : showing property owned by the Lagoon Heights Land Co., 53 State St., 610 Exchange B'd'g., Boston, Mass."
334,https://www.loc.gov/item/2007626395/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm020180/full/pct:6.25/0/default.jpg#h=537&w=734,map,"Lands End, Rockport, Mass."
335,https://www.loc.gov/item/75694596/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm003160/full/pct:12.5/0/default.jpg#h=474&w=834,map,"North Leominster, Mass."
336,https://www.loc.gov/item/75694586/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm003050/full/pct:6.25/0/default.jpg#h=332&w=583,map,"Leominster, Mass. 1886."
337,https://www.loc.gov/item/2012592604/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006241/full/pct:6.25/0/default.jpg#h=594&w=687,map,Map of the city of Lowell : surveyed in 1841 by order of the municipal authorities
338,https://www.loc.gov/item/2011592157/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006242/full/pct:12.5/0/default.jpg#h=716&w=942,map,"Map of the city of Lowell, Massachusetts"
339,https://www.loc.gov/item/80690757/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006214/full/pct:6.25/0/default.jpg#h=454&w=700,map,"Lowell National Historical Park, Massachusetts"
340,https://www.loc.gov/item/00555694/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006239/full/pct:6.25/0/default.jpg#h=444&w=630,map,"Lowell National Historical Park, Massachusetts"
341,https://www.loc.gov/item/2015586105/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006100/full/pct:12.5/0/default.jpg#h=400&w=621,map,Welcome to Lowell National Historical Park.
342,https://www.loc.gov/item/2011589108/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:ct006213/full/pct:6.25/0/default.jpg#h=446&w=633,map,"Lowell National Historical Park, Massachusetts"
343,https://www.loc.gov/item/75694587/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm003060/full/pct:12.5/0/default.jpg#h=282&w=648,map,"Market Street, Lynn, Mass., as it appeared in 1820."
344,https://www.loc.gov/item/75694588/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764l:pm003070/full/pct:6.25/0/default.jpg#h=524&w=790,map,"Home of the Hutchinson Family, High Rock, Lynn, Mass., U.S.A."
345,https://www.loc.gov/item/79695470/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003071/full/pct:12.5/0/default.jpg#h=410&w=520,map,"Manchaug, Massachusetts"
346,https://www.loc.gov/item/75694589/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003090/full/pct:6.25/0/default.jpg#h=434&w=560,map,"Maynard, Mass. 1879."
347,https://www.loc.gov/item/2008624185/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:ct002329/full/pct:6.25/0/default.jpg#h=813&w=708,map,Map of the town of Medfield
348,https://www.loc.gov/item/93683273/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003092/full/pct:6.25/0/default.jpg#h=387&w=514,map,"Medford, Massachusetts : 1880."
349,https://www.loc.gov/item/80695184/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:ct004101/full/pct:6.25/0/default.jpg#h=571&w=394,map,"A map of Mendon, Worcester County, Mass."
350,https://www.loc.gov/item/75694590/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003100/full/pct:6.25/0/default.jpg#h=319&w=550,map,"Merrimac, Mass."
351,https://www.loc.gov/item/95683334/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003104/full/pct:6.25/0/default.jpg#h=446&w=593,map,"Middleborough, Massachusetts."
352,https://www.loc.gov/item/2015588504/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm020525/full/pct:6.25/0/default.jpg#h=482&w=672,map,"Milford, Massachusetts, 1888."
353,https://www.loc.gov/item/93683271/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003102/full/pct:12.5/0/default.jpg#h=680&w=908,map,"Millers Falls, Mass."
354,https://www.loc.gov/item/83693955/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003103/full/pct:6.25/0/default.jpg#h=360&w=558,map,"Mittineague, Mass."
355,https://www.loc.gov/item/74693243/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764m:pm003101/full/pct:6.25/0/default.jpg#h=404&w=522,map,"Monson, Mass. 1879."
356,https://www.loc.gov/item/75694593/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003120/full/pct:6.25/0/default.jpg#h=394&w=548,map,Bird's eye view of the town of Nantucket in the State of Massachusetts. 1881.
357,https://www.loc.gov/item/74693296/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm002981/full/pct:12.5/0/default.jpg#h=820&w=1006,map,"Highlandville, Massachusetts 1887."
358,https://www.loc.gov/item/2001620216/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006133/full/pct:12.5/0/default.jpg#h=628&w=880,map,"New Bedford Whaling National Historical Park, Massachusetts"
359,https://www.loc.gov/item/2003620007/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006134/full/pct:12.5/0/default.jpg#h=627&w=887,map,"New Bedford Whaling National Historical Park, Massachusetts"
360,https://www.loc.gov/item/2004626217/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006135/full/pct:12.5/0/default.jpg#h=628&w=883,map,"New Bedford Whaling National Historical Park, Massachusetts"
361,https://www.loc.gov/item/2005628287/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006136/full/pct:12.5/0/default.jpg#h=631&w=883,map,"New Bedford Whaling National Historical Park, Massachusetts"
362,https://www.loc.gov/item/2007626337/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006137/full/pct:12.5/0/default.jpg#h=627&w=882,map,"New Bedford Whaling National Historical Park, Massachusetts"
363,https://www.loc.gov/item/2005628469/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm011070/full/pct:6.25/0/default.jpg#h=448&w=668,map,"View of the city of New Bedford, Mass., 1876"
364,https://www.loc.gov/item/74693148/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003124/full/pct:6.25/0/default.jpg#h=419&w=537,map,"Newton Centre, Massachusetts 1897."
365,https://www.loc.gov/item/78695093/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003122/full/pct:6.25/0/default.jpg#h=406&w=523,map,"View of Newton, Mass. : comprising wards 1 & 7 & environs of the city of Newton"
366,https://www.loc.gov/item/74693149/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003123/full/pct:12.5/0/default.jpg#h=680&w=1004,map,"Wards 1 and 7, Newton, Massachusetts 1897."
367,https://www.loc.gov/item/86692424/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006132/full/pct:12.5/0/default.jpg#h=354&w=514,map,A plan showing the proposed line between Newton and Waltham
368,https://www.loc.gov/item/2012592600/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006131/full/pct:12.5/0/default.jpg#h=388&w=628,map,"Plan of lands on Sylvan Heights, Newton to be sold by Samuel A. Walker on Saturday, June 28th, 1851 at 4 o'clock p.m."
369,https://www.loc.gov/item/83693956/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764b:pm002724/full/pct:12.5/0/default.jpg#h=646&w=916,map,"Blackinton, Mass."
370,https://www.loc.gov/item/84695710/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003125/full/pct:6.25/0/default.jpg#h=407&w=541,map,"North Adams, Mass."
371,https://www.loc.gov/item/75694595/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003140/full/pct:12.5/0/default.jpg#h=580&w=990,map,"North Billerica, Mass. 1887."
372,https://www.loc.gov/item/2003620494/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:ct006130/full/pct:12.5/0/default.jpg#h=753&w=656,map,Map of North-Brookfield
373,https://www.loc.gov/item/75694594/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003130/full/pct:6.25/0/default.jpg#h=423&w=550,map,"North Attleborough, Mass. 1878."
374,https://www.loc.gov/item/74693251/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003142/full/pct:6.25/0/default.jpg#h=373&w=528,map,"View of Northborough, Massachusetts, 1887."
375,https://www.loc.gov/item/74693247/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm003161/full/pct:12.5/0/default.jpg#h=756&w=996,map,"Norton, Massachusetts 1891."
376,https://www.loc.gov/item/2013591356/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764n:pm020538/full/pct:6.25/0/default.jpg#h=387&w=513,map,"Norwood, Massachusetts."
377,https://www.loc.gov/item/91680102/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764o:pm003172/full/pct:6.25/0/default.jpg#h=440&w=522,map,"Oakdale, Massachusetts."
378,https://www.loc.gov/item/75694597/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764o:pm003170/full/pct:12.5/0/default.jpg#h=802&w=1006,map,"Cottage City, Martha's Vineyard, Mass. 1890."
379,https://www.loc.gov/item/88690615/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm003171/full/pct:6.25/0/default.jpg#h=413&w=523,map,"View of Palmer, Mass."
380,https://www.loc.gov/item/75694598/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm003180/full/pct:6.25/0/default.jpg#h=403&w=517,map,"View of Peabody, Mass. 1877."
381,https://www.loc.gov/item/76697521/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:ct006160/full/pct:6.25/0/default.jpg#h=601&w=912,map,"Map of the town of Petersham, Worcester County, Massachusetts."
382,https://www.loc.gov/item/2005628432/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm011030/full/pct:12.5/0/default.jpg#h=568&w=999,map,"Pigeon Cove, Rockport, Essex County, Mass., 1886"
383,https://www.loc.gov/item/gm70002591/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:ct006159/full/pct:3.125/0/default.jpg#h=541&w=413,map,"Map of the town of Pittsfield, Berkshire County, Mass."
384,https://www.loc.gov/item/gm70002593/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:ct006158/full/pct:3.125/0/default.jpg#h=623&w=495,map,"Topographical map of Pittsfield, Berkshire Co., Mass."
385,https://www.loc.gov/item/91680092/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm003182/full/pct:6.25/0/default.jpg#h=450&w=675,map,"Pittsfield, Mass."
386,https://www.loc.gov/item/79690261/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm003200/full/pct:12.5/0/default.jpg#h=434&w=673,map,"Provincetown, Mass."
387,https://www.loc.gov/item/75694545/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm003190/full/pct:6.25/0/default.jpg#h=380&w=535,map,Provincetown.
388,https://www.loc.gov/item/2011589144/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764p:pm020460/full/pct:6.25/0/default.jpg#h=572&w=731,map,"Plymouth, Mass., 1882."
389,https://www.loc.gov/item/2010589390/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764q:ct006171/full/pct:6.25/0/default.jpg#h=298&w=625,map,"Adams National Historical Park, Massachusetts"
390,https://www.loc.gov/item/2010589391/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764q:ct006157/full/pct:6.25/0/default.jpg#h=595&w=314,map,"Adams National Historical Park, Massachusetts"
391,https://www.loc.gov/item/75694601/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764q:pm003210/full/pct:6.25/0/default.jpg#h=387&w=618,map,"Quincy, Mass."
392,https://www.loc.gov/item/84697276/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764r:pm003212/full/pct:12.5/0/default.jpg#h=638&w=882,map,"Birds eye view of the town of Rockland, Plymouth County, Mass. : 1881"
393,https://www.loc.gov/item/2011589221/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm020480/full/pct:12.5/0/default.jpg#h=670&w=981,map,"Sandwich Village, Barnstable County, Mass., looking west, 1884"
394,https://www.loc.gov/item/75692106/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006249/full/pct:12.5/0/default.jpg#h=428&w=739,map,"Salem Maritime National Historic Site, Massachusetts. July 1953."
395,https://www.loc.gov/item/91685080/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006162/full/pct:6.25/0/default.jpg#h=441&w=627,map,"Salem Maritime National Historic Site, Massachusetts"
396,https://www.loc.gov/item/92683394/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006163/full/pct:6.25/0/default.jpg#h=443&w=626,map,"Salem Maritime National Historic Site, Massachusetts"
397,https://www.loc.gov/item/97687345/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006161/full/pct:6.25/0/default.jpg#h=444&w=624,map,"Salem Maritime National Historic Site, Massachusetts"
398,https://www.loc.gov/item/2005628142/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006164/full/pct:6.25/0/default.jpg#h=444&w=628,map,"Salem Maritime National Historic Site, Massachusetts"
399,https://www.loc.gov/item/2008624048/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006165/full/pct:6.25/0/default.jpg#h=445&w=627,map,"Salem Maritime National Historic Site, Massachusetts"
400,https://www.loc.gov/item/2009579213/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006166/full/pct:6.25/0/default.jpg#h=443&w=628,map,"Salem Maritime National Historic Site, Massachusetts"
401,https://www.loc.gov/item/75692105/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006250/full/pct:12.5/0/default.jpg#h=429&w=738,map,Saugus Iron Works.
402,https://www.loc.gov/item/75694602/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm003220/full/pct:12.5/0/default.jpg#h=586&w=920,map,"South Acton, Mass. 1886."
403,https://www.loc.gov/item/75694604/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm003230/full/pct:6.25/0/default.jpg#h=391&w=524,map,"South Weymouth, Norfolk County, Mass. 1885."
404,https://www.loc.gov/item/75694605/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm003240/full/pct:6.25/0/default.jpg#h=390&w=520,map,"Spencer, Mass. 1877."
405,https://www.loc.gov/item/2011589129/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm020470/full/pct:6.25/0/default.jpg#h=517&w=741,map,"Spencer, Massachusetts, 1892."
406,https://www.loc.gov/item/93683272/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm003232/full/pct:6.25/0/default.jpg#h=425&w=593,map,"Southbridge, Massachusetts."
407,https://www.loc.gov/item/2011589318/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:la002056/full/pct:12.5/0/default.jpg#h=742&w=603,map,"Springfield, 1827 : surveyed by direction of the town, 1826"
408,https://www.loc.gov/item/91685081/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006170/full/pct:6.25/0/default.jpg#h=297&w=628,map,"Springfield Armory National Historic Site, Massachusetts"
409,https://www.loc.gov/item/97683319/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006173/full/pct:6.25/0/default.jpg#h=298&w=627,map,"Springfield Armory National Historic Site, Massachusetts"
410,https://www.loc.gov/item/2005628440/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006174/full/pct:6.25/0/default.jpg#h=298&w=627,map,"Springfield Armory National Historic Site, Massachusetts"
411,https://www.loc.gov/item/2007626287/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006175/full/pct:6.25/0/default.jpg#h=300&w=629,map,"Springfield Armory National Historic Site, Massachusetts"
412,https://www.loc.gov/item/2009579212/,NA,map,"Springfield Armory National Historic Site, Massachusetts"
413,https://www.loc.gov/item/2010589287/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006176/full/pct:6.25/0/default.jpg#h=372&w=632,map,"Springfield Armory National Historic Site, Massachusetts"
414,https://www.loc.gov/item/75694606/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:pm003250/full/pct:6.25/0/default.jpg#h=525&w=701,map,"View of Springfield, Mass. 1875."
415,https://www.loc.gov/item/77691674/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764s:ct006177/full/pct:6.25/0/default.jpg#h=542&w=587,map,"Map of the city of Springfield, Massachusetts."
416,https://www.loc.gov/item/74693249/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764t:pm003251/full/pct:6.25/0/default.jpg#h=443&w=617,map,"City of Taunton, Mass. 1875."
417,https://www.loc.gov/item/2006628204/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764t:pm011400/full/pct:6.25/0/default.jpg#h=304&w=516,map,"Townsend Center, Mass."
418,https://www.loc.gov/item/74693242/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764t:pm003252/full/pct:6.25/0/default.jpg#h=418&w=559,map,"Turners Falls, Mass. 1877."
419,https://www.loc.gov/item/75694607/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764u:pm003260/full/pct:6.25/0/default.jpg#h=446&w=560,map,"Uxbridge, Mass. 1880."
420,https://www.loc.gov/item/76692180/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:ct006169/full/pct:12.5/0/default.jpg#h=805&w=913,map,Map of Wareham.
421,https://www.loc.gov/item/76693086/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:pm003270/full/pct:12.5/0/default.jpg#h=772&w=1012,map,"Onset Bay Grove, Wareham, Mass. l885."
422,https://www.loc.gov/item/87694493/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:pm003273/full/pct:12.5/0/default.jpg#h=772&w=1010,map,"View of Warren, Mass. : 1879"
423,https://www.loc.gov/item/2012592608/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:ct006212/full/pct:6.25/0/default.jpg#h=456&w=561,map,"Map of Watertown, Mass. : surveyed by order of the town, 1850"
424,https://www.loc.gov/item/74693245/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:pm003271/full/pct:6.25/0/default.jpg#h=427&w=543,map,"Webster, Massachusetts 1892."
425,https://www.loc.gov/item/2014593374/,//tile.loc.gov/image-services/iiif/service:gmd:gmd376:g3764:g3764w:ct006181/full/pct:6.25/0/default.jpg#h=408&w=593,map,West Boylston Massachusetts 1891.
